Name,Address,Latitude,Longitude,Phone,Website,Yelp,IG,FB,City,Region,Cuisine,African,Caribbean,American,Southern,Barbecue,Dessert,Beverages,OtherCuisine,Service,Takeout,Delivery,Catering,Temporarily Closed,OtherService
Splash Tea,"3540 Clayton Rd, Concord, CA 94519",37.970349,-122.011359,(925) 349-9308,https://splashtea.square.site/s/order,https://www.yelp.com/biz/splash-tea-concord-2,https://www.instagram.com/splashtea,https://www.facebook.com/splashbobatea/,Concord,East Bay,Bubble Tea,,,,,,,Y,,Takeout,Y,,,,
Concord Tap House,"3513 Clayton Rd, Concord, CA 94519",37.971434,-122.011915,(925) 685-8585,https://concordtaphouse.com/,https://www.yelp.com/biz/concord-tap-house-concord,https://www.instagram.com/concordtaphouse,https://www.facebook.com/concordtaphouse/,Concord,East Bay,"Southern, Filipino",,,,Y,,,,Y,Takeout,Y,,,,
Big Country Kitchen,"3399 Clayton Rd, Concord, CA 94519",37.971983,-122.015113,(925) 822-3009,www.bigcountrykitchenllc.com,https://www.yelp.com/biz/big-country-kitchen-concord-3,https://www.instagram.com/bigcountrykitchenllc,https://www.facebook.com/Bigcountrykitchenllc/,Concord,East Bay,Southern,,,,Y,,,,,Takeout,Y,,,,
Caribbean Spices,"819 4th St, San Rafael, CA 94901",37.972517,-122.524404,(415) 299-2680,https://carribeanspicesdba.net/,https://www.yelp.com/biz/caribbean-spices-san-rafael-2,https://www.instagram.com/carribeanspices,https://www.facebook.com/carribeanspicesfoodtruck/,San Rafael,North Bay,Caribbean,,Y,,,,,,,"Takeout, Catering",Y,,Y,,
The Lettuce Inn,"2115 Pacheco St, Concord, CA 94520",37.97864,-122.035116,(925) 338-9636,http://thelettuceinn.com/,https://www.yelp.com/biz/the-lettuce-inn-concord-6,https://www.instagram.com/thelettuceinn,https://www.facebook.com/Headlettuce33/,Concord,East Bay,Health Food,,,,,,,,Y,"Takeout, Delivery in Concord",Y,Y,,,
Southern Express Soul Food,"3100 Contra Loma Blvd, Antioch, CA 94509",37.991943,-121.822624,(925) 322-4932,https://southern-express.business.site/,https://www.yelp.com/biz/southern-express-soul-food-antioch-2,https://www.instagram.com/southern_express_,https://www.facebook.com/TheSoulFoodExperienc/,Antioch,East Bay,Southern,,,,Y,,,,,"Takeout, Delivery",Y,Y,,,
Pure Juice & Smoothie Lounge,"3375 Port Chicago Hwy, Concord, CA 94520",37.994786,-122.032283,(925) 375-1376,www.purejuiceandsmoothie.com/,https://www.yelp.com/biz/pure-juice-and-smoothie-lounge-concord-4,https://www.instagram.com/purejuicelounge,https://www.facebook.com/purejuiceloungeconcord/,Concord,East Bay,Juice,,,,,,,Y,,Takeout,Y,,,,
Omar's Chicken and Waffles,"4399 Century Blvd, Pittsburg, CA 94565",38.006349,-121.839774,(925) 777-3312,www.omarschickenandwaffles.com/,https://www.yelp.com/biz/omars-chicken-and-waffles-pittsburg,,https://www.facebook.com/pages/category/Restaurant/Omars-Chicken-Waffles-445687116232772/,Pittsburg,East Bay,Southern,,,,Y,,,,,"Takeout, Delivery",Y,Y,,,
Freddy B's BBQ,"1803 W 10th St, Antioch, California 94509",38.01239,-121.8295,(925) 732-3113,,https://www.yelp.com/biz/freddy-bs-bbq-antioch-2,https://www.instagram.com/freddybeesbbq,https://www.facebook.com/pages/category/Product-Service/Freddy-B-BBQ-1035975536578276/,Antioch,East Bay,Barbecue,,,,,Y,,,,"Takeout, Delivery",Y,Y,,,
Southern Cafe,"400 G St, Antioch, CA 94509",38.01556,-121.813859,(925) 754-1172,http://southerncafe2000.com/,https://www.yelp.com/biz/southern-cafe-antioch,https://www.instagram.com/southerncafe400,https://www.facebook.com/SouthernCafeAntiochCa/,Antioch,East Bay,Southern,,,,Y,,,,,Temporarily Closed,,,,Y,
Solid Rock Cafe,"422 W 2nd St, Antioch, CA 94509",38.017268,-121.812472,(925) 481-2706,www.solidrockcafe.us/,https://www.yelp.com/biz/solid-rock-cafe-antioch,,https://www.facebook.com/SolidRockCafeAntioch/,Antioch,East Bay,"American, Cajun",,,Y,Y,,,,,"Takeout, Delivery",Y,Y,,,
Firehouse Brew & Grill,"611 Escobar St, Martinez, CA 94553",38.017734,-122.137708,(925) 228-8787,https://firehousemartinez.com/,https://www.yelp.com/biz/firehouse-brew-and-grill-martinez,https://www.instagram.com/firehousemartinez,https://www.facebook.com/FirehouseMartinez/,Martinez,East Bay,American,,,Y,,,,,,Temporarily Closed,,,,Y,
Pitts Pig BBQ,"785 Railroad Ave, Pittsburg, CA 94565",38.02962,-121.88434,(925) 267-3225,,https://www.yelp.com/biz/pitt-s-pig-bbq-pittsburg,https://www.instagram.com/pittspigbbq,https://www.facebook.com/pittspigbbq/,Pittsburg,East Bay,Barbecue,,,,,Y,,,,Takeout,Y,,,,
Forrest Fire BBQ,"155 Marinwood Ave, San Rafael, California 94903",38.032681,-122.538889,(628) 800-3473,www.forrestfirebbq.com,https://www.yelp.com/biz/forrest-fire-bbq-san-rafael-2,https://www.instagram.com/forrestfirebbq,https://www.facebook.com/forrestfirebbq/,San Rafael,North Bay,Barbecue,,,,,Y,,,,Takeout,Y,,,,
Sugartown Cafe,"611 2nd Ave, Crockett, CA 94525",38.053486,-122.223551,(510) 722-3220,www.sugartowncafe.com/,https://www.yelp.com/biz/the-cafe-at-sugartown-sweet-shoppe-crockett-3,https://www.instagram.com/sugartowncafe,https://www.facebook.com/sugartowncafe/,Crockett,East Bay,Coffee,,,,,,,Y,,Temporarily Closed,,,,Y,
RedRing Ribs,"656 Benicia Rd, Vallejo, CA 94591",38.094693,-122.228336,(707) 310-5064,,https://www.yelp.com/biz/red-ring-ribs-vallejo,https://www.instagram.com/red_ringribs,www.facebook.com/REDRINGRIBS/,Vallejo,North Bay,Barbecue,,,,,Y,,,,Takeout,Y,,,,
Noonie's Place,"301 Georgia St, Vallejo, CA 94590",38.100838,-122.257805,(707) 652-3348,https://nooniesplace707.square.site/,https://www.yelp.com/biz/noonies-place-707-vallejo,https://www.instagram.com/nooniesplace707,https://www.facebook.com/NooniesPlace707/,Vallejo,North Bay,"Southern, Dessert",,,,Y,,Y,,,"Takeout, Delivery",Y,Y,,,
House of Soul,"1526 Solano Ave, Vallejo, CA 94590",38.101665,-122.239243,(707) 644-3792,http://house-of-soul.cafe-inspector.com/,https://www.yelp.com/biz/house-of-soul-vallejo,,,Vallejo,North Bay,Southern,,,,Y,,,,,"Takeout, Delivery",Y,Y,,,
Ruthies Caribbean Kitchen,"2632 Sonoma Blvd, Vallejo, CA 94590",38.110817,-122.254545,(707) 731-452,https://ruthiescaribbeankitchen.business.site/,https://www.yelp.com/biz/ruthies-caribbean-kitchen-vallejo,https://www.instagram.com/ruthiescaribbeankitchen,https://www.facebook.com/ruthiescaribbeankitchen/,Vallejo,North Bay,Caribbean,,Y,,,,,,,Takeout,Y,,,,
Yes My Sweet,"2820 Sonoma Blvd, Vallejo, CA 94590",38.112571,-122.254305,(707) 731-2780,www.yesmysweet.com/,https://www.yelp.com/biz/yes-my-sweet-bbq-and-catering-vallejo-2,https://www.instagram.com/yesmysweetbbq,https://www.facebook.com/yesmysweetbbq/,Vallejo,North Bay,Barbecue,,,,,Y,,,,"Takeout, Catering",Y,,Y,,
Hummingbird Bakery & Dessert Bar,"3272 Sonoma Blvd, Vallejo, CA 94590",38.117807,-122.253894,(707) 644-4885,www.hummingbirddesserts.com/,https://www.yelp.com/biz/hummingbird-bakery-and-dessert-bar-vallejo,,https://www.facebook.com/Hummingbirdbakerydessertbar/,Vallejo,North Bay,Dessert,,,,,,Y,,,Takeout,Y,,,,
Spicy Girl Meal Prep,"1922 Broadway St, Vallejo, CA 94589",38.137517,-122.252034,(707) 400-8599,www.spicygirlmealprep.com/,https://www.yelp.com/biz/spicy-girl-meal-prep-vallejo-3,https://www.instagram.com/spicygirlmealprep,https://www.facebook.com/SpicyGirlMealPrep/,Vallejo,North Bay,Health Food,,,,,,,,Y,Catering,,,Y,,
CJ's BBQ and Fish,"4380 Sonoma Blvd, Vallejo, CA 94589",38.137632,-122.254973,(707) 643-4016,,https://www.yelp.com/biz/cjs-bbq-and-fish-vallejo,https://www.instagram.com/explore/locations/8495297/,,Vallejo,North Bay,"Barbecue, Southern",,,,Y,Y,,,,Takeout,Y,,,,
Street Social,"29 F Petaluma Blvd N, Petaluma, CA 94952",38.233603,-122.640354,(707) 772-6185,www.streetsocial.social,https://www.yelp.com/biz/street-social-petaluma,https://www.instagram.com/street_social,https://www.facebook.com/StreetSocialStreetSocial/,Petaluma,North Bay,Californian,,,Y,,,,,,Dine-in,,,,,Y
Chez Soul Southern Cuisine,"711 Madison St, Fairfield, CA 94533",38.249815,-122.046283,(707) 427-3338,www.chezsoulsoutherncuisine.com/,https://www.yelp.com/biz/chez-soul-southern-cuisine-fairfield,https://www.instagram.com/chezsoul,https://www.facebook.com/chezsoul/,Fairfield,North Bay,Southern,,,,Y,,,,,"Takeout, Delivery",Y,Y,,,
Corner 103,"103 W Napa St, Sonoma, CA 95476",38.291905,-122.459296,(707) 931-6141,www.corner103.com/,https://www.yelp.com/biz/corner-103-sonoma,https://www.instagram.com/corner103,https://www.facebook.com/Corner103/,Sonoma,North Bay,Wine,,,,,,,Y,,"Takeout, Shipping",Y,,,,
Red Rose Catering,"600 Martin Ave, Rohnert Park, CA 94928",38.354421,-122.725032,(707) 687-9014,www.theredrosecatering.com/,https://www.yelp.com/biz/red-rose-catering-no-title,,https://www.facebook.com/Redrosecater/,Santa Rosa,North Bay,Southern,,,,Y,,,,,"Delivery, Catering",,Y,Y,,
Pack Jack's BBQ,"3963 Gravenstein Hwy S, Sebastopol, CA 95472",38.361672,-122.77681,(707) 827-3665,,https://www.yelp.com/biz/pack-jack-bar-b-que-inn-sebastopol,https://www.instagram.com/explore/locations/9444695/pack-jacks-bbq,www.facebook.com/PackJackBBQ,Sebastopol,North Bay,Barbecue,,,,,Y,,,,Takeout,Y,,,,
Cafe Frida Gallery,"300 South A St, Santa Rosa, CA 95401",38.433964,-122.714733,(707) 308-4344,www.cafefridagallery.com/,https://www.yelp.com/biz/café-frida-gallery-santa-rosa,https://www.instagram.com/cafefridagallery,https://www.facebook.com/cafefridagallery/,Santa Rosa,North Bay,Global,,,,,,,,Y,Takeout,Y,,,,
My Abyssinia,"913 4th St, Santa Rosa, CA 95404",38.4435,-122.70776,(707) 568-6455,www.my-abyssinia.com/,https://www.yelp.com/biz/abyssinia-restaurant-santa-rosa,,,Santa Rosa,North Bay,Ethiopian,Y,,,,,,,,Takeout,Y,,,,
Sonoma Crust,"1040 N Dutton Ave, Santa Rosa, CA 95401",38.44377,-122.730132,(707) 477-4510,http://sonomacrust.com/,https://www.yelp.com/biz/sonoma-crust-santa-rosa,https://www.instagram.com/sonomacrust,https://www.facebook.com/Sonomacrust/,Santa Rosa,North Bay,Southern,,,,Y,,,,,"Takeout, Catering",Y,,Y,,
Brown Estate,"3233 Sage Canyon Rd, St Helena, CA 94574",38.504362,-122.275289,(707) 963-2435,www.brownestate.com/,https://www.yelp.com/biz/brown-estate-vineyards-st-helena,https://www.instagram.com/brownestate,https://www.facebook.com/brownestate/,Napa,North Bay,Wine,,,,,,,Y,,"Takeout, wine shipping",Y,,,,Y
Buster's Southern BBQ,"1207 Foothill Blvd, Calistoga, CA 94515",38.575143,-122.580959,(707) 942-5605,www.busterssouthernbbq.com/,https://www.yelp.com/biz/busters-southern-bbq-calistoga-3,https://www.instagram.com/busterssouthernbbq,https://www.facebook.com/busterssouthernbbq/,Calistoga,North Bay,Barbecue,,,,,Y,,,,"Takeout, Outdoor Dine-in",Y,,,,Y
Bodkin Wines,"1083 Vine St, Healdsburg, CA 95448",38.608444,-122.872952,,www.bodkinwines.com/,,https://www.instagram.com/bodkinwines,,Healdsburg,North Bay,Wine,,,,,,,Y,,Delivery,,Y,,,
